CelebrityName,Season,Week,RuleType,JudgeScore,JudgeScore_Normalization,Possible_Audience_Vote_Range,Predicted_Audience_Percent,Predicted_Audience_Rank,Loss_Total,Loss_Constraint,Loss_Smooth,Loss_Corr,Loss_Reg,Loss_Diversity,Status,Config_alpha_constraint,Config_beta_smooth,Config_gamma_corr,Config_delta_reg,Config_epsilon_diversity,Config_steps,Config_lr,Config_temperature,Config_rank_tau,Config_reg_type,Config_normal_sigma_factor,Config_longtail_alpha,Config_longtail_shift,Config_constraint_margin,Config_diversity_sigma
James Maslow,18,2,Percent,25.0,10.2%,7.5%-21.7%,13.93768310546875,1.0,0.4642443420107156,2.0123286503803683e-06,0.0,0.0189079046249389,0.0898446589708328,0.3363423943519592,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Candace Cameron Bure,18,2,Percent,21.0,8.6%,1.0%-12.3%,7.17935848236084,8.0,0.4642443420107156,2.0123286503803683e-06,0.0,0.0189079046249389,0.0898446589708328,0.3363423943519592,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Sean Avery,18,2,Percent,21.0,8.6%,0.9%-10.5%,6.617422580718994,9.0,0.4642443420107156,2.0123286503803683e-06,0.0,0.0189079046249389,0.0898446589708328,0.3363423943519592,Eliminated (Place 11),120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Charlie White,18,2,Percent,25.0,10.2%,7.7%-21.7%,13.372458457946776,2.0,0.4642443420107156,2.0123286503803683e-06,0.0,0.0189079046249389,0.0898446589708328,0.3363423943519592,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Amy Purdy,18,2,Percent,24.0,9.8%,5.3%-18.4%,11.52469539642334,4.0,0.4642443420107156,2.0123286503803683e-06,0.0,0.0189079046249389,0.0898446589708328,0.3363423943519592,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Meryl Davis,18,2,Percent,25.0,10.2%,7.4%-20.6%,12.824599266052246,3.0,0.4642443420107156,2.0123286503803683e-06,0.0,0.0189079046249389,0.0898446589708328,0.3363423943519592,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Drew Carey,18,2,Percent,21.0,8.6%,1.1%-12.4%,7.69038724899292,7.0,0.4642443420107156,2.0123286503803683e-06,0.0,0.0189079046249389,0.0898446589708328,0.3363423943519592,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Cody Simpson,18,2,Percent,22.0,9.0%,1.9%-14.2%,8.948365211486816,6.0,0.4642443420107156,2.0123286503803683e-06,0.0,0.0189079046249389,0.0898446589708328,0.3363423943519592,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
NeNe Leakes,18,2,Percent,21.0,8.6%,0.8%-13.2%,6.191852569580078,10.0,0.4642443420107156,2.0123286503803683e-06,0.0,0.0189079046249389,0.0898446589708328,0.3363423943519592,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Danica McKellar,18,3,Percent,36.0,11.6%,7.0%-22.1%,12.964293479919434,3.0,0.35678000628468,0.0,1.423403500666609e-05,0.0111700296401977,0.0921871364116668,0.2421958744525909,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
James Maslow,18,3,Percent,36.0,11.6%,7.0%-22.1%,12.964293479919434,3.0,0.35678000628468,0.0,1.423403500666609e-05,0.0111700296401977,0.0921871364116668,0.2421958744525909,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Candace Cameron Bure,18,3,Percent,32.0,10.3%,0.9%-10.8%,6.700582027435303,5.0,0.35678000628468,0.0,1.423403500666609e-05,0.0111700296401977,0.0921871364116668,0.2421958744525909,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Charlie White,18,3,Percent,36.0,11.6%,6.9%-21.3%,14.81636905670166,2.0,0.35678000628468,0.0,1.423403500666609e-05,0.0111700296401977,0.0921871364116668,0.2421958744525909,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Amy Purdy,18,3,Percent,36.0,11.6%,6.9%-21.3%,14.81636905670166,2.0,0.35678000628468,0.0,1.423403500666609e-05,0.0111700296401977,0.0921871364116668,0.2421958744525909,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Meryl Davis,18,3,Percent,39.0,12.5%,15.6%-29.4%,19.66807174682617,1.0,0.35678000628468,0.0,1.423403500666609e-05,0.0111700296401977,0.0921871364116668,0.2421958744525909,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Drew Carey,18,3,Percent,30.0,9.6%,0.3%-8.0%,2.713352918624878,7.0,0.35678000628468,0.0,1.423403500666609e-05,0.0111700296401977,0.0921871364116668,0.2421958744525909,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Cody Simpson,18,3,Percent,35.0,11.3%,5.0%-17.6%,10.669926643371582,4.0,0.35678000628468,0.0,1.423403500666609e-05,0.0111700296401977,0.0921871364116668,0.2421958744525909,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
NeNe Leakes,18,3,Percent,31.0,10.0%,0.5%-9.5%,4.686746120452881,6.0,0.35678000628468,0.0,1.423403500666609e-05,0.0111700296401977,0.0921871364116668,0.2421958744525909,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Danica McKellar,18,4,Percent,32.0,10.8%,1.1%-15.1%,8.004095077514648,7.0,0.3295814816883649,0.0,1.6241638149949722e-05,0.0090613365173339,0.0983267277479171,0.2130671143531799,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
James Maslow,18,4,Percent,35.0,11.8%,9.6%-22.4%,15.877994537353516,2.0,0.3295814816883649,0.0,1.6241638149949722e-05,0.0090613365173339,0.0983267277479171,0.2130671143531799,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Candace Cameron Bure,18,4,Percent,28.0,9.4%,0.2%-6.5%,2.141263484954834,9.0,0.3295814816883649,0.0,1.6241638149949722e-05,0.0090613365173339,0.0983267277479171,0.2130671143531799,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Charlie White,18,4,Percent,33.0,11.1%,3.0%-18.3%,10.795329093933104,5.0,0.3295814816883649,0.0,1.6241638149949722e-05,0.0090613365173339,0.0983267277479171,0.2130671143531799,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Amy Purdy,18,4,Percent,34.0,11.4%,6.4%-19.9%,13.725653648376465,3.0,0.3295814816883649,0.0,1.6241638149949722e-05,0.0090613365173339,0.0983267277479171,0.2130671143531799,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Meryl Davis,18,4,Percent,39.0,13.1%,17.7%-34.5%,22.52871322631836,1.0,0.3295814816883649,0.0,1.6241638149949722e-05,0.0090613365173339,0.0983267277479171,0.2130671143531799,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Drew Carey,18,4,Percent,33.0,11.1%,3.2%-17.7%,11.80922508239746,4.0,0.3295814816883649,0.0,1.6241638149949722e-05,0.0090613365173339,0.0983267277479171,0.2130671143531799,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Cody Simpson,18,4,Percent,31.0,10.4%,0.8%-12.3%,6.104117393493652,8.0,0.3295814816883649,0.0,1.6241638149949722e-05,0.0090613365173339,0.0983267277479171,0.2130671143531799,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
NeNe Leakes,18,4,Percent,32.0,10.8%,1.2%-15.1%,9.013609886169434,6.0,0.3295814816883649,0.0,1.6241638149949722e-05,0.0090613365173339,0.0983267277479171,0.2130671143531799,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Danica McKellar,18,5,Percent,39.0,12.1%,10.4%-24.4%,15.992276191711426,2.0,0.4543859820114448,0.0004379672463983,0.0001364460040349,0.0331342220306396,0.0728828907012939,0.2621327936649322,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
James Maslow,18,5,Percent,40.0,12.4%,12.5%-26.4%,17.787622451782227,1.0,0.4543859820114448,0.0004379672463983,0.0001364460040349,0.0331342220306396,0.0728828907012939,0.2621327936649322,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Candace Cameron Bure,18,5,Percent,35.0,10.9%,2.2%-15.5%,9.024606704711914,6.0,0.4543859820114448,0.0004379672463983,0.0001364460040349,0.0331342220306396,0.0728828907012939,0.2621327936649322,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Charlie White,18,5,Percent,37.0,11.5%,5.4%-20.8%,13.219205856323242,3.0,0.4543859820114448,0.0004379672463983,0.0001364460040349,0.0331342220306396,0.0728828907012939,0.2621327936649322,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Amy Purdy,18,5,Percent,37.0,11.5%,5.5%-20.8%,13.219205856323242,3.0,0.4543859820114448,0.0004379672463983,0.0001364460040349,0.0331342220306396,0.0728828907012939,0.2621327936649322,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Meryl Davis,18,5,Percent,36.0,11.2%,3.7%-18.7%,11.350043296813965,4.0,0.4543859820114448,0.0004379672463983,0.0001364460040349,0.0331342220306396,0.0728828907012939,0.2621327936649322,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Drew Carey,18,5,Percent,28.0,8.7%,0.2%-6.1%,2.4003090858459477,8.0,0.4543859820114448,0.0004379672463983,0.0001364460040349,0.0331342220306396,0.0728828907012939,0.2621327936649322,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Cody Simpson,18,5,Percent,34.0,10.6%,0.8%-10.4%,6.456193447113037,7.0,0.4543859820114448,0.0004379672463983,0.0001364460040349,0.0331342220306396,0.0728828907012939,0.2621327936649322,Eliminated (Place 9),120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
NeNe Leakes,18,5,Percent,36.0,11.2%,3.6%-18.4%,10.55054759979248,5.0,0.4543859820114448,0.0004379672463983,0.0001364460040349,0.0331342220306396,0.0728828907012939,0.2621327936649322,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Danica McKellar,18,6,Percent,36.0,12.8%,7.9%-21.5%,14.365294456481934,3.0,0.2826704233884811,0.0,0.0,0.001290738582611,0.0869728475809097,0.1931160986423492,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
James Maslow,18,6,Percent,35.0,12.4%,5.8%-17.7%,11.351563453674316,4.0,0.2826704233884811,0.0,0.0,0.001290738582611,0.0869728475809097,0.1931160986423492,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Candace Cameron Bure,18,6,Percent,32.0,11.3%,0.6%-10.4%,4.991611480712891,6.0,0.2826704233884811,0.0,0.0,0.001290738582611,0.0869728475809097,0.1931160986423492,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Charlie White,18,6,Percent,36.0,12.8%,7.9%-21.5%,14.365294456481934,3.0,0.2826704233884811,0.0,0.0,0.001290738582611,0.0869728475809097,0.1931160986423492,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Amy Purdy,18,6,Percent,38.0,13.5%,13.5%-26.4%,18.783945083618164,2.0,0.2826704233884811,0.0,0.0,0.001290738582611,0.0869728475809097,0.1931160986423492,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Meryl Davis,18,6,Percent,40.0,14.2%,19.1%-32.9%,23.18499755859375,1.0,0.2826704233884811,0.0,0.0,0.001290738582611,0.0869728475809097,0.1931160986423492,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Drew Carey,18,6,Percent,32.0,11.3%,0.6%-9.3%,4.991611480712891,6.0,0.2826704233884811,0.0,0.0,0.001290738582611,0.0869728475809097,0.1931160986423492,Eliminated (Place 8),120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
NeNe Leakes,18,6,Percent,33.0,11.7%,1.0%-12.0%,7.965686321258545,5.0,0.2826704233884811,0.0,0.0,0.001290738582611,0.0869728475809097,0.1931160986423492,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Danica McKellar,18,7,Percent,36.0,14.2%,8.8%-18.1%,13.952228546142578,4.0,0.2270888945949991,0.0,2.657038294273661e-06,0.0040275454521179,0.0833138898015022,0.1357092857360839,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
James Maslow,18,7,Percent,35.0,13.8%,3.4%-14.2%,9.008935928344728,6.0,0.2270888945949991,0.0,2.657038294273661e-06,0.0040275454521179,0.0833138898015022,0.1357092857360839,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Candace Cameron Bure,18,7,Percent,37.0,14.6%,13.1%-23.5%,17.213563919067383,3.0,0.2270888945949991,0.0,2.657038294273661e-06,0.0040275454521179,0.0833138898015022,0.1357092857360839,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Charlie White,18,7,Percent,35.5,14.0%,5.1%-16.0%,11.519113540649414,5.0,0.2270888945949991,0.0,2.657038294273661e-06,0.0040275454521179,0.0833138898015022,0.1357092857360839,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Amy Purdy,18,7,Percent,37.5,14.8%,16.0%-24.5%,19.866775512695312,2.0,0.2270888945949991,0.0,2.657038294273661e-06,0.0040275454521179,0.0833138898015022,0.1357092857360839,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Meryl Davis,18,7,Percent,39.0,15.4%,21.3%-33.5%,24.88779830932617,1.0,0.2270888945949991,0.0,2.657038294273661e-06,0.0040275454521179,0.0833138898015022,0.1357092857360839,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
NeNe Leakes,18,7,Percent,33.0,13.0%,0.4%-6.6%,3.551574468612671,7.0,0.2270888945949991,0.0,2.657038294273661e-06,0.0040275454521179,0.0833138898015022,0.1357092857360839,Eliminated (Place 7),120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Danica McKellar,18,8,Percent,38.0,16.8%,8.6%-18.4%,15.992956161499023,2.0,0.5223167068324983,0.0007667046156711,0.0,0.0127767324447631,0.0171086154878139,0.3876500725746155,Eliminated (Place 6),120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
James Maslow,18,8,Percent,36.0,15.9%,6.4%-18.3%,13.303220748901367,3.0,0.5223167068324983,0.0007667046156711,0.0,0.0127767324447631,0.0171086154878139,0.3876500725746155,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Candace Cameron Bure,18,8,Percent,36.0,15.9%,6.4%-18.3%,13.303220748901367,3.0,0.5223167068324983,0.0007667046156711,0.0,0.0127767324447631,0.0171086154878139,0.3876500725746155,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Charlie White,18,8,Percent,40.0,17.7%,18.8%-38.0%,22.048694610595703,1.0,0.5223167068324983,0.0007667046156711,0.0,0.0127767324447631,0.0171086154878139,0.3876500725746155,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Amy Purdy,18,8,Percent,40.0,17.7%,18.8%-38.0%,22.048694610595703,1.0,0.5223167068324983,0.0007667046156711,0.0,0.0127767324447631,0.0171086154878139,0.3876500725746155,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Meryl Davis,18,8,Percent,36.0,15.9%,6.4%-18.3%,13.303220748901367,3.0,0.5223167068324983,0.0007667046156711,0.0,0.0127767324447631,0.0171086154878139,0.3876500725746155,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
James Maslow,18,9,Percent,38.0,19.9%,14.2%-22.2%,19.369626998901367,3.0,0.3052879641763866,0.0006655671750195,0.0,0.0421961545944213,0.031132461503148,0.1098951324820518,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Candace Cameron Bure,18,9,Percent,36.0,18.8%,5.7%-13.1%,11.452129364013672,5.0,0.3052879641763866,0.0006655671750195,0.0,0.0421961545944213,0.031132461503148,0.1098951324820518,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Charlie White,18,9,Percent,38.0,19.9%,8.4%-17.4%,15.564723014831545,4.0,0.3052879641763866,0.0006655671750195,0.0,0.0421961545944213,0.031132461503148,0.1098951324820518,Eliminated (Place 5),120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Amy Purdy,18,9,Percent,39.0,20.4%,21.5%-29.0%,24.163795471191406,2.0,0.3052879641763866,0.0006655671750195,0.0,0.0421961545944213,0.031132461503148,0.1098951324820518,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Meryl Davis,18,9,Percent,40.0,20.9%,25.7%-42.6%,29.4497184753418,1.0,0.3052879641763866,0.0006655671750195,0.0,0.0421961545944213,0.031132461503148,0.1098951324820518,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
James Maslow,18,10,Percent,29.0,25.3%,21.5%-27.2%,24.887676239013672,3.0,0.1483746096491813,0.0,0.0,0.01348876953125,0.0535486117005348,0.0678484588861465,Eliminated (Place 4),120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Candace Cameron Bure,18,10,Percent,25.9998,22.7%,2.0%-15.1%,9.67436981201172,4.0,0.1483746096491813,0.0,0.0,0.01348876953125,0.0535486117005348,0.0678484588861465,Eliminated (Place 3),120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Amy Purdy,18,10,Percent,29.666600000000003,25.9%,28.4%-34.4%,30.33073234558105,2.0,0.1483746096491813,0.0,0.0,0.01348876953125,0.0535486117005348,0.0678484588861465,Eliminated (Place 2),120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Meryl Davis,18,10,Percent,30.0,26.2%,33.8%-40.8%,35.10722351074219,1.0,0.1483746096491813,0.0,0.0,0.01348876953125,0.0535486117005348,0.0678484588861465,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Suzanne Somers,20,1,Percent,25.0,7.9%,0.8%-13.2%,5.977623462677002,8.0,0.4094022214412689,0.0,0.0,0.0058934092521667,0.111636608839035,0.2859787940979004,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Willow Shields,20,1,Percent,25.0,7.9%,0.8%-13.2%,5.977623462677002,8.0,0.4094022214412689,0.0,0.0,0.0058934092521667,0.111636608839035,0.2859787940979004,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Riker Lynch,20,1,Percent,31.0,9.7%,9.5%-23.7%,14.55184841156006,2.0,0.4094022214412689,0.0,0.0,0.0058934092521667,0.111636608839035,0.2859787940979004,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Rumer Willis,20,1,Percent,32.0,10.1%,11.0%-25.2%,16.215394973754883,1.0,0.4094022214412689,0.0,0.0,0.0058934092521667,0.111636608839035,0.2859787940979004,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Nastia Liukin,20,1,Percent,30.0,9.4%,7.5%-21.0%,12.985676765441896,3.0,0.4094022214412689,0.0,0.0,0.0058934092521667,0.111636608839035,0.2859787940979004,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Michael Sam,20,1,Percent,26.0,8.2%,1.0%-14.2%,7.454608917236328,7.0,0.4094022214412689,0.0,0.0,0.0058934092521667,0.111636608839035,0.2859787940979004,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Robert Herjavec,20,1,Percent,28.0,8.8%,3.7%-17.2%,10.6625337600708,4.0,0.4094022214412689,0.0,0.0,0.0058934092521667,0.111636608839035,0.2859787940979004,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Charlotte McKinney,20,1,Percent,22.0,6.9%,0.2%-7.4%,1.9567450284957888,11.0,0.4094022214412689,0.0,0.0,0.0058934092521667,0.111636608839035,0.2859787940979004,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Noah Galloway,20,1,Percent,26.0,8.2%,1.2%-13.9%,8.552435874938965,5.0,0.4094022214412689,0.0,0.0,0.0058934092521667,0.111636608839035,0.2859787940979004,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Redfoo,20,1,Percent,22.0,6.9%,0.3%-7.4%,2.4956305027008057,10.0,0.4094022214412689,0.0,0.0,0.0058934092521667,0.111636608839035,0.2859787940979004,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Patti LaBelle,20,1,Percent,25.0,7.9%,0.7%-13.0%,5.171953201293945,9.0,0.4094022214412689,0.0,0.0,0.0058934092521667,0.111636608839035,0.2859787940979004,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Chris Soules,20,1,Percent,26.0,8.2%,1.1%-13.8%,7.997920513153076,6.0,0.4094022214412689,0.0,0.0,0.0058934092521667,0.111636608839035,0.2859787940979004,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Suzanne Somers,20,2,Percent,28.0,8.1%,1.0%-13.8%,7.181169033050537,6.0,0.6476881040434819,0.0010366581846028,1.7063743143808097e-05,0.0245915055274963,0.0491255223751068,0.4249123334884643,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Willow Shields,20,2,Percent,32.0,9.2%,5.4%-19.6%,11.176286697387695,2.0,0.6476881040434819,0.0010366581846028,1.7063743143808097e-05,0.0245915055274963,0.0491255223751068,0.4249123334884643,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Riker Lynch,20,2,Percent,32.0,9.2%,5.4%-19.6%,11.176286697387695,2.0,0.6476881040434819,0.0010366581846028,1.7063743143808097e-05,0.0245915055274963,0.0491255223751068,0.4249123334884643,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Rumer Willis,20,2,Percent,32.0,9.2%,5.4%-19.6%,11.176286697387695,2.0,0.6476881040434819,0.0010366581846028,1.7063743143808097e-05,0.0245915055274963,0.0491255223751068,0.4249123334884643,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Nastia Liukin,20,2,Percent,34.0,9.8%,8.3%-23.8%,13.100942611694336,1.0,0.6476881040434819,0.0010366581846028,1.7063743143808097e-05,0.0245915055274963,0.0491255223751068,0.4249123334884643,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Michael Sam,20,2,Percent,28.0,8.1%,1.1%-13.9%,7.892232418060303,4.0,0.6476881040434819,0.0010366581846028,1.7063743143808097e-05,0.0245915055274963,0.0491255223751068,0.4249123334884643,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Robert Herjavec,20,2,Percent,28.0,8.1%,1.1%-13.9%,7.892232418060303,4.0,0.6476881040434819,0.0010366581846028,1.7063743143808097e-05,0.0245915055274963,0.0491255223751068,0.4249123334884643,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Charlotte McKinney,20,2,Percent,26.0,7.5%,0.7%-11.4%,5.595613956451416,8.0,0.6476881040434819,0.0010366581846028,1.7063743143808097e-05,0.0245915055274963,0.0491255223751068,0.4249123334884643,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Noah Galloway,20,2,Percent,27.0,7.8%,0.9%-12.0%,6.401035785675049,7.0,0.6476881040434819,0.0010366581846028,1.7063743143808097e-05,0.0245915055274963,0.0491255223751068,0.4249123334884643,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
