CelebrityName,Season,Week,RuleType,JudgeScore,JudgeScore_Normalization,Possible_Audience_Vote_Range,Predicted_Audience_Percent,Predicted_Audience_Rank,Loss_Total,Loss_Constraint,Loss_Smooth,Loss_Corr,Loss_Reg,Loss_Diversity,Status,Percent_Predict,Rank_predict
William Levy,14,10,Percent,29.666600000000003,33.2%,0.0%-50.0%,32.35,3.0,0.1534392092376947,0.0003858657437376,0.0,0.0042140483856201,0.0003153802827,0.5908333659172058,Eliminated (Place 3),32.35,3.0
Donald Driver,14,10,Percent,29.666600000000003,33.2%,33.5%-100.0%,32.62,2.0,0.1534392092376947,0.0003858657437376,0.0,0.0042140483856201,0.0003153802827,0.5908333659172058,Safe,32.62,2.0
Katherine Jenkins,14,10,Percent,30.0,33.6%,0.0%-49.8%,35.03,1.0,0.1534392092376947,0.0003858657437376,0.0,0.0042140483856201,0.0003153802827,0.5908333659172058,Eliminated (Place 2),35.03,1.0
Gilles Marini,15,1,Percent,24.0,8.7%,0.0%-100.0%,11.11,2.0,0.1199529573321342,0.0,0.0,0.0013412833213806,0.0429226532578468,0.4642904102802276,Safe,11.11,2.0
Sabrina Bryan,15,1,Percent,22.5,8.1%,0.0%-100.0%,9.38,3.0,0.1199529573321342,0.0,0.0,0.0013412833213806,0.0429226532578468,0.4642904102802276,Safe,9.38,3.0
Kirstie Alley,15,1,Percent,19.0,6.9%,0.0%-100.0%,4.8,12.0,0.1199529573321342,0.0,0.0,0.0013412833213806,0.0429226532578468,0.4642904102802276,Safe,4.8,12.0
Kelly Monaco,15,1,Percent,21.5,7.8%,0.0%-100.0%,7.81,8.0,0.1199529573321342,0.0,0.0,0.0013412833213806,0.0429226532578468,0.4642904102802276,Safe,7.81,8.0
Apolo Anton Ohno,15,1,Percent,22.0,8.0%,0.0%-100.0%,8.64,5.0,0.1199529573321342,0.0,0.0,0.0013412833213806,0.0429226532578468,0.4642904102802276,Safe,8.64,5.0
Emmitt Smith,15,1,Percent,24.5,8.9%,0.0%-100.0%,11.77,1.0,0.1199529573321342,0.0,0.0,0.0013412833213806,0.0429226532578468,0.4642904102802276,Safe,11.77,1.0
Shawn Johnson,15,1,Percent,22.0,8.0%,0.0%-100.0%,8.75,4.0,0.1199529573321342,0.0,0.0,0.0013412833213806,0.0429226532578468,0.4642904102802276,Safe,8.75,4.0
Pamela Anderson,15,1,Percent,17.0,6.1%,0.0%-9.2%,2.61,13.0,0.1199529573321342,0.0,0.0,0.0013412833213806,0.0429226532578468,0.4642904102802276,Eliminated (Place 13),2.61,13.0
Helio Castroneves,15,1,Percent,21.5,7.8%,0.0%-100.0%,7.93,7.0,0.1199529573321342,0.0,0.0,0.0013412833213806,0.0429226532578468,0.4642904102802276,Safe,7.93,7.0
Joey Fatone,15,1,Percent,20.5,7.4%,0.0%-100.0%,6.57,10.0,0.1199529573321342,0.0,0.0,0.0013412833213806,0.0429226532578468,0.4642904102802276,Safe,6.57,10.0
Drew Lachey,15,1,Percent,21.5,7.8%,0.0%-100.0%,8.01,6.0,0.1199529573321342,0.0,0.0,0.0013412833213806,0.0429226532578468,0.4642904102802276,Safe,8.01,6.0
Bristol Palin,15,1,Percent,19.5,7.1%,0.0%-100.0%,5.43,11.0,0.1199529573321342,0.0,0.0,0.0013412833213806,0.0429226532578468,0.4642904102802276,Safe,5.43,11.0
Melissa Rycroft,15,1,Percent,21.0,7.6%,0.0%-100.0%,7.19,9.0,0.1199529573321342,0.0,0.0,0.0013412833213806,0.0429226532578468,0.4642904102802276,Safe,7.19,9.0
Gilles Marini,15,2,Percent,25.5,9.2%,0.0%-97.6%,10.84,2.0,0.1421189507469535,0.0002391975722275,0.0,0.0063062310218811,0.0246995277702808,0.5092859864234924,Safe,10.84,2.0
Sabrina Bryan,15,2,Percent,26.0,9.4%,0.0%-97.6%,11.36,1.0,0.1421189507469535,0.0002391975722275,0.0,0.0063062310218811,0.0246995277702808,0.5092859864234924,Safe,11.36,1.0
Kirstie Alley,15,2,Percent,21.0,7.6%,0.5%-98.2%,6.35,11.0,0.1421189507469535,0.0002391975722275,0.0,0.0063062310218811,0.0246995277702808,0.5092859864234924,Safe,6.35,11.0
Kelly Monaco,15,2,Percent,22.0,8.0%,0.2%-97.8%,7.29,9.0,0.1421189507469535,0.0002391975722275,0.0,0.0063062310218811,0.0246995277702808,0.5092859864234924,Safe,7.29,9.0
Apolo Anton Ohno,15,2,Percent,24.5,8.9%,0.0%-97.6%,9.81,4.0,0.1421189507469535,0.0002391975722275,0.0,0.0063062310218811,0.0246995277702808,0.5092859864234924,Safe,9.81,4.0
Emmitt Smith,15,2,Percent,22.5,8.2%,0.0%-97.6%,7.87,7.0,0.1421189507469535,0.0002391975722275,0.0,0.0063062310218811,0.0246995277702808,0.5092859864234924,Safe,7.87,7.0
Shawn Johnson,15,2,Percent,25.0,9.1%,0.0%-97.6%,10.32,3.0,0.1421189507469535,0.0002391975722275,0.0,0.0063062310218811,0.0246995277702808,0.5092859864234924,Safe,10.32,3.0
Helio Castroneves,15,2,Percent,23.0,8.3%,0.0%-97.6%,8.37,6.0,0.1421189507469535,0.0002391975722275,0.0,0.0063062310218811,0.0246995277702808,0.5092859864234924,Safe,8.37,6.0
Joey Fatone,15,2,Percent,22.5,8.2%,0.0%-8.5%,7.22,10.0,0.1421189507469535,0.0002391975722275,0.0,0.0063062310218811,0.0246995277702808,0.5092859864234924,Eliminated (Place 12),7.22,10.0
Drew Lachey,15,2,Percent,22.5,8.2%,0.0%-97.6%,7.78,8.0,0.1421189507469535,0.0002391975722275,0.0,0.0063062310218811,0.0246995277702808,0.5092859864234924,Safe,7.78,8.0
Bristol Palin,15,2,Percent,18.0,6.5%,1.6%-99.3%,3.92,12.0,0.1421189507469535,0.0002391975722275,0.0,0.0063062310218811,0.0246995277702808,0.5092859864234924,Safe,3.92,12.0
Melissa Rycroft,15,2,Percent,23.5,8.5%,0.0%-97.6%,8.88,5.0,0.1421189507469535,0.0002391975722275,0.0,0.0063062310218811,0.0246995277702808,0.5092859864234924,Safe,8.88,5.0
Gilles Marini,15,3,Percent,25.5,9.2%,0.0%-98.2%,9.47,5.0,0.133089997805655,0.0002218359732069,0.0,0.0048735737800598,0.0231995619833469,0.4827490448951721,Safe,9.47,5.0
Sabrina Bryan,15,3,Percent,25.5,9.2%,0.0%-98.2%,9.47,5.0,0.133089997805655,0.0002218359732069,0.0,0.0048735737800598,0.0231995619833469,0.4827490448951721,Safe,9.47,5.0
Kirstie Alley,15,3,Percent,24.0,8.6%,0.5%-98.7%,7.03,8.0,0.133089997805655,0.0002218359732069,0.0,0.0048735737800598,0.0231995619833469,0.4827490448951721,Safe,7.03,8.0
Kelly Monaco,15,3,Percent,27.0,9.7%,0.0%-98.2%,12.14,1.0,0.133089997805655,0.0002218359732069,0.0,0.0048735737800598,0.0231995619833469,0.4827490448951721,Safe,12.14,1.0
Apolo Anton Ohno,15,3,Percent,25.5,9.2%,0.0%-98.2%,9.63,4.0,0.133089997805655,0.0002218359732069,0.0,0.0048735737800598,0.0231995619833469,0.4827490448951721,Safe,9.63,4.0
Emmitt Smith,15,3,Percent,25.0,9.0%,0.2%-98.4%,8.51,7.0,0.133089997805655,0.0002218359732069,0.0,0.0048735737800598,0.0231995619833469,0.4827490448951721,Safe,8.51,7.0
Shawn Johnson,15,3,Percent,26.5,9.5%,0.0%-98.2%,11.18,3.0,0.133089997805655,0.0002218359732069,0.0,0.0048735737800598,0.0231995619833469,0.4827490448951721,Safe,11.18,3.0
Helio Castroneves,15,3,Percent,25.5,9.2%,0.0%-10.0%,8.98,6.0,0.133089997805655,0.0002218359732069,0.0,0.0048735737800598,0.0231995619833469,0.4827490448951721,Eliminated (Place 10),8.98,6.0
Drew Lachey,15,3,Percent,24.0,8.6%,0.0%-10.4%,6.73,9.0,0.133089997805655,0.0002218359732069,0.0,0.0048735737800598,0.0231995619833469,0.4827490448951721,Eliminated (Place 11),6.73,9.0
Bristol Palin,15,3,Percent,22.5,8.1%,1.1%-99.3%,4.83,10.0,0.133089997805655,0.0002218359732069,0.0,0.0048735737800598,0.0231995619833469,0.4827490448951721,Safe,4.83,10.0
Melissa Rycroft,15,3,Percent,27.0,9.7%,0.0%-98.2%,12.03,2.0,0.133089997805655,0.0002218359732069,0.0,0.0048735737800598,0.0231995619833469,0.4827490448951721,Safe,12.03,2.0
Gilles Marini,15,4,Percent,39.5,12.3%,0.0%-99.4%,15.68,1.0,0.095918117207475,5.269467510515824e-05,0.0,0.0027982592582702,0.0384663119912147,0.3291224837303161,Safe,15.68,1.0
Sabrina Bryan,15,4,Percent,35.5,11.0%,0.0%-99.4%,10.64,6.0,0.095918117207475,5.269467510515824e-05,0.0,0.0027982592582702,0.0384663119912147,0.3291224837303161,Safe,10.64,6.0
Kirstie Alley,15,4,Percent,30.0,9.3%,0.6%-100.0%,5.13,9.0,0.095918117207475,5.269467510515824e-05,0.0,0.0027982592582702,0.0384663119912147,0.3291224837303161,Safe,5.13,9.0
Kelly Monaco,15,4,Percent,37.5,11.7%,0.0%-99.4%,13.26,3.0,0.095918117207475,5.269467510515824e-05,0.0,0.0027982592582702,0.0384663119912147,0.3291224837303161,Safe,13.26,3.0
Apolo Anton Ohno,15,4,Percent,34.5,10.7%,0.0%-99.4%,9.47,7.0,0.095918117207475,5.269467510515824e-05,0.0,0.0027982592582702,0.0384663119912147,0.3291224837303161,Safe,9.47,7.0
Emmitt Smith,15,4,Percent,36.0,11.2%,0.0%-99.4%,11.37,5.0,0.095918117207475,5.269467510515824e-05,0.0,0.0027982592582702,0.0384663119912147,0.3291224837303161,Safe,11.37,5.0
Shawn Johnson,15,4,Percent,39.5,12.3%,0.0%-99.4%,15.37,2.0,0.095918117207475,5.269467510515824e-05,0.0,0.0027982592582702,0.0384663119912147,0.3291224837303161,Safe,15.37,2.0
Bristol Palin,15,4,Percent,32.0,10.0%,0.0%-12.3%,6.56,8.0,0.095918117207475,5.269467510515824e-05,0.0,0.0027982592582702,0.0384663119912147,0.3291224837303161,Eliminated (Place 9),6.56,8.0
Melissa Rycroft,15,4,Percent,37.0,11.5%,0.0%-99.4%,12.53,4.0,0.095918117207475,5.269467510515824e-05,0.0,0.0027982592582702,0.0384663119912147,0.3291224837303161,Safe,12.53,4.0
Gilles Marini,15,5,Percent,28.25,12.7%,0.0%-100.0%,13.74,3.0,0.1017195995083966,0.0,7.558387096651131e-06,0.0046600103378295,0.0345644727349281,0.3815289437770843,Safe,13.74,3.0
Sabrina Bryan,15,5,Percent,29.25,13.2%,0.0%-100.0%,17.59,1.0,0.1017195995083966,0.0,7.558387096651131e-06,0.0046600103378295,0.0345644727349281,0.3815289437770843,Safe,17.59,1.0
Kirstie Alley,15,5,Percent,26.25,11.8%,0.0%-100.0%,7.58,5.0,0.1017195995083966,0.0,7.558387096651131e-06,0.0046600103378295,0.0345644727349281,0.3815289437770843,Safe,7.58,5.0
Kelly Monaco,15,5,Percent,25.75,11.6%,0.0%-100.0%,5.85,6.0,0.1017195995083966,0.0,7.558387096651131e-06,0.0046600103378295,0.0345644727349281,0.3815289437770843,Safe,5.85,6.0
Apolo Anton Ohno,15,5,Percent,28.25,12.7%,0.0%-100.0%,13.74,3.0,0.1017195995083966,0.0,7.558387096651131e-06,0.0046600103378295,0.0345644727349281,0.3815289437770843,Safe,13.74,3.0
Emmitt Smith,15,5,Percent,28.0,12.6%,0.0%-100.0%,12.6,4.0,0.1017195995083966,0.0,7.558387096651131e-06,0.0046600103378295,0.0345644727349281,0.3815289437770843,Safe,12.6,4.0
Shawn Johnson,15,5,Percent,28.25,12.7%,0.0%-100.0%,14.45,2.0,0.1017195995083966,0.0,7.558387096651131e-06,0.0046600103378295,0.0345644727349281,0.3815289437770843,Safe,14.45,2.0
Melissa Rycroft,15,5,Percent,28.25,12.7%,0.0%-100.0%,14.45,2.0,0.1017195995083966,0.0,7.558387096651131e-06,0.0046600103378295,0.0345644727349281,0.3815289437770843,Safe,14.45,2.0
Gilles Marini,15,6,Percent,27.5,12.2%,1.1%-94.9%,12.11,5.0,0.1931921306997537,0.0005076552042737,0.0,0.0022555589675903,0.0011944398283958,0.7480374574661255,Safe,12.11,5.0
Sabrina Bryan,15,6,Percent,30.0,13.3%,0.0%-11.7%,13.38,2.0,0.1931921306997537,0.0005076552042737,0.0,0.0022555589675903,0.0011944398283958,0.7480374574661255,Eliminated (Place 8),13.38,2.0
Kirstie Alley,15,6,Percent,27.5,12.2%,1.1%-94.9%,12.08,6.0,0.1931921306997537,0.0005076552042737,0.0,0.0022555589675903,0.0011944398283958,0.7480374574661255,Safe,12.08,6.0
Kelly Monaco,15,6,Percent,27.0,11.9%,1.3%-95.1%,11.79,7.0,0.1931921306997537,0.0005076552042737,0.0,0.0022555589675903,0.0011944398283958,0.7480374574661255,Safe,11.79,7.0
Apolo Anton Ohno,15,6,Percent,30.0,13.3%,0.0%-93.8%,13.5,1.0,0.1931921306997537,0.0005076552042737,0.0,0.0022555589675903,0.0011944398283958,0.7480374574661255,Safe,13.5,1.0
Emmitt Smith,15,6,Percent,26.5,11.7%,1.5%-95.4%,11.47,8.0,0.1931921306997537,0.0005076552042737,0.0,0.0022555589675903,0.0011944398283958,0.7480374574661255,Safe,11.47,8.0
Shawn Johnson,15,6,Percent,28.0,12.4%,0.9%-94.7%,12.43,4.0,0.1931921306997537,0.0005076552042737,0.0,0.0022555589675903,0.0011944398283958,0.7480374574661255,Safe,12.43,4.0
Melissa Rycroft,15,6,Percent,29.5,13.1%,0.2%-94.0%,13.23,3.0,0.1931921306997537,0.0005076552042737,0.0,0.0022555589675903,0.0011944398283958,0.7480374574661255,Safe,13.23,3.0
Gilles Marini,15,7,Percent,33.4998,13.8%,0.0%-100.0%,12.75,5.0,0.0736118325141248,0.0,2.5756516919273054e-08,0.0017919540405273,0.0379874259233474,0.2451368570327758,Safe,12.75,5.0
Kirstie Alley,15,7,Percent,27.9999,11.6%,0.0%-100.0%,6.0,7.0,0.0736118325141248,0.0,2.5756516919273054e-08,0.0017919540405273,0.0379874259233474,0.2451368570327758,Safe,6.0,7.0
Kelly Monaco,15,7,Percent,36.0,14.9%,0.0%-100.0%,16.22,3.0,0.0736118325141248,0.0,2.5756516919273054e-08,0.0017919540405273,0.0379874259233474,0.2451368570327758,Safe,16.22,3.0
Apolo Anton Ohno,15,7,Percent,33.0,13.6%,0.0%-100.0%,11.69,6.0,0.0736118325141248,0.0,2.5756516919273054e-08,0.0017919540405273,0.0379874259233474,0.2451368570327758,Safe,11.69,6.0
Emmitt Smith,15,7,Percent,34.4999,14.3%,0.0%-100.0%,14.24,4.0,0.0736118325141248,0.0,2.5756516919273054e-08,0.0017919540405273,0.0379874259233474,0.2451368570327758,Safe,14.24,4.0
Shawn Johnson,15,7,Percent,37.9998,15.7%,0.0%-100.0%,18.74,2.0,0.0736118325141248,0.0,2.5756516919273054e-08,0.0017919540405273,0.0379874259233474,0.2451368570327758,Safe,18.74,2.0
Melissa Rycroft,15,7,Percent,38.9999,16.1%,0.0%-100.0%,20.37,1.0,0.0736118325141248,0.0,2.5756516919273054e-08,0.0017919540405273,0.0379874259233474,0.2451368570327758,Safe,20.37,1.0
Gilles Marini,15,8,Percent,29.2777,14.7%,0.0%-16.5%,15.38,4.0,0.1057650804985314,0.0001548614964121,0.0,0.0074825882911682,0.0255830902606248,0.3527185916900635,Eliminated (Place 6),15.38,4.0
Kirstie Alley,15,8,Percent,25.5,12.8%,0.0%-18.1%,6.73,7.0,0.1057650804985314,0.0001548614964121,0.0,0.0074825882911682,0.0255830902606248,0.3527185916900635,Eliminated (Place 7),6.73,7.0
Kelly Monaco,15,8,Percent,28.3333,14.2%,0.5%-99.2%,13.92,5.0,0.1057650804985314,0.0001548614964121,0.0,0.0074825882911682,0.0255830902606248,0.3527185916900635,Safe,13.92,5.0
Apolo Anton Ohno,15,8,Percent,29.2777,14.7%,0.0%-98.7%,16.75,2.0,0.1057650804985314,0.0001548614964121,0.0,0.0074825882911682,0.0255830902606248,0.3527185916900635,Safe,16.75,2.0
Emmitt Smith,15,8,Percent,29.0554,14.6%,0.1%-98.8%,15.92,3.0,0.1057650804985314,0.0001548614964121,0.0,0.0074825882911682,0.0255830902606248,0.3527185916900635,Safe,15.92,3.0
Shawn Johnson,15,8,Percent,27.8333,14.0%,0.7%-99.4%,12.67,6.0,0.1057650804985314,0.0001548614964121,0.0,0.0074825882911682,0.0255830902606248,0.3527185916900635,Safe,12.67,6.0
Melissa Rycroft,15,8,Percent,30.0,15.1%,0.0%-98.7%,18.64,1.0,0.1057650804985314,0.0001548614964121,0.0,0.0074825882911682,0.0255830902606248,0.3527185916900635,Safe,18.64,1.0
Kelly Monaco,15,9,Percent,27.111,19.2%,1.1%-100.0%,16.92,4.0,0.1024034385569393,0.0003689372970256,0.0,0.0138765573501586,0.0093184262514114,0.2671042084693908,Safe,16.92,4.0
Apolo Anton Ohno,15,9,Percent,28.611,20.3%,0.0%-24.9%,20.56,3.0,0.1024034385569393,0.0003689372970256,0.0,0.0138765573501586,0.0093184262514114,0.2671042084693908,Eliminated (Place 5),20.56,3.0
Emmitt Smith,15,9,Percent,27.0,19.1%,0.0%-25.8%,15.38,5.0,0.1024034385569393,0.0003689372970256,0.0,0.0138765573501586,0.0093184262514114,0.2671042084693908,Eliminated (Place 4),15.38,5.0
Shawn Johnson,15,9,Percent,29.5,20.9%,0.0%-98.9%,24.92,1.0,0.1024034385569393,0.0003689372970256,0.0,0.0138765573501586,0.0093184262514114,0.2671042084693908,Safe,24.92,1.0
Melissa Rycroft,15,9,Percent,28.7777,20.4%,0.0%-98.9%,22.22,2.0,0.1024034385569393,0.0003689372970256,0.0,0.0138765573501586,0.0093184262514114,0.2671042084693908,Safe,22.22,2.0
Kelly Monaco,15,10,Percent,29.1109,33.3%,0.0%-50.1%,32.51,2.0,0.0143346775323152,0.0,0.0,5.155801773071289e-05,0.014451652765274,0.0280606392771005,Eliminated (Place 3),32.51,2.0
Shawn Johnson,15,10,Percent,28.9443,33.1%,0.0%-50.2%,23.94,3.0,0.0143346775323152,0.0,0.0,5.155801773071289e-05,0.014451652765274,0.0280606392771005,Eliminated (Place 2),23.94,3.0
Melissa Rycroft,15,10,Percent,29.3331,33.6%,33.1%-100.0%,43.54,1.0,0.0143346775323152,0.0,0.0,5.155801773071289e-05,0.014451652765274,0.0280606392771005,Safe,43.54,1.0
Ingo Rademacher,16,1,Percent,20.0,8.7%,0.0%-100.0%,9.17,5.0,0.1216508761048317,0.0,0.0,0.0024358034133911,0.0397626683115959,0.4767873585224151,Safe,9.17,5.0
Zendaya,16,1,Percent,24.0,10.5%,0.0%-100.0%,12.65,1.0,0.1216508761048317,0.0,0.0,0.0024358034133911,0.0397626683115959,0.4767873585224151,Safe,12.65,1.0
Dorothy Hamill,16,1,Percent,21.0,9.2%,0.0%-100.0%,9.98,4.0,0.1216508761048317,0.0,0.0,0.0024358034133911,0.0397626683115959,0.4767873585224151,Withdrew,9.98,4.0
Victor Ortiz,16,1,Percent,18.0,7.9%,0.0%-100.0%,7.26,9.0,0.1216508761048317,0.0,0.0,0.0024358034133911,0.0397626683115959,0.4767873585224151,Safe,7.26,9.0
Alexandra Raisman,16,1,Percent,21.0,9.2%,0.0%-100.0%,10.28,2.0,0.1216508761048317,0.0,0.0,0.0024358034133911,0.0397626683115959,0.4767873585224151,Safe,10.28,2.0
Jacoby Jones,16,1,Percent,20.0,8.7%,0.0%-100.0%,9.05,6.0,0.1216508761048317,0.0,0.0,0.0024358034133911,0.0397626683115959,0.4767873585224151,Safe,9.05,6.0
D. L. Hughley,16,1,Percent,12.0,5.2%,0.0%-100.0%,2.51,12.0,0.1216508761048317,0.0,0.0,0.0024358034133911,0.0397626683115959,0.4767873585224151,Safe,2.51,12.0
Andy Dick,16,1,Percent,17.0,7.4%,0.0%-100.0%,6.29,11.0,0.1216508761048317,0.0,0.0,0.0024358034133911,0.0397626683115959,0.4767873585224151,Safe,6.29,11.0
Wynonna Judd,16,1,Percent,18.0,7.9%,0.0%-100.0%,7.37,8.0,0.1216508761048317,0.0,0.0,0.0024358034133911,0.0397626683115959,0.4767873585224151,Safe,7.37,8.0
Kellie Pickler,16,1,Percent,21.0,9.2%,0.0%-100.0%,10.11,3.0,0.1216508761048317,0.0,0.0,0.0024358034133911,0.0397626683115959,0.4767873585224151,Safe,10.11,3.0
Lisa Vanderpump,16,1,Percent,18.0,7.9%,0.0%-100.0%,7.14,10.0,0.1216508761048317,0.0,0.0,0.0024358034133911,0.0397626683115959,0.4767873585224151,Safe,7.14,10.0
Sean Lowe,16,1,Percent,19.0,8.3%,0.0%-100.0%,8.21,7.0,0.1216508761048317,0.0,0.0,0.0024358034133911,0.0397626683115959,0.4767873585224151,Safe,8.21,7.0
Ingo Rademacher,16,2,Percent,20.0,8.2%,0.0%-100.0%,8.3,5.0,0.1086279199067576,0.0,7.505741905333707e-06,0.000693142414093,0.0456417724490165,0.4026735126972198,Safe,8.3,5.0
Zendaya,16,2,Percent,26.0,10.7%,0.0%-100.0%,12.82,2.0,0.1086279199067576,0.0,7.505741905333707e-06,0.000693142414093,0.0456417724490165,0.4026735126972198,Safe,12.82,2.0
Dorothy Hamill,16,2,Percent,15.0,6.1%,0.0%-100.0%,4.04,12.0,0.1086279199067576,0.0,7.505741905333707e-06,0.000693142414093,0.0456417724490165,0.4026735126972198,Withdrew,4.04,12.0
Victor Ortiz,16,2,Percent,18.0,7.4%,0.0%-100.0%,6.56,8.0,0.1086279199067576,0.0,7.505741905333707e-06,0.000693142414093,0.0456417724490165,0.4026735126972198,Safe,6.56,8.0
Alexandra Raisman,16,2,Percent,24.0,9.8%,0.0%-100.0%,11.27,3.0,0.1086279199067576,0.0,7.505741905333707e-06,0.000693142414093,0.0456417724490165,0.4026735126972198,Safe,11.27,3.0
Jacoby Jones,16,2,Percent,23.0,9.4%,0.0%-100.0%,10.43,4.0,0.1086279199067576,0.0,7.505741905333707e-06,0.000693142414093,0.0456417724490165,0.4026735126972198,Safe,10.43,4.0
D. L. Hughley,16,2,Percent,16.0,6.6%,0.0%-100.0%,4.83,11.0,0.1086279199067576,0.0,7.505741905333707e-06,0.000693142414093,0.0456417724490165,0.4026735126972198,Safe,4.83,11.0
Andy Dick,16,2,Percent,20.0,8.2%,0.0%-100.0%,8.15,6.0,0.1086279199067576,0.0,7.505741905333707e-06,0.000693142414093,0.0456417724490165,0.4026735126972198,Safe,8.15,6.0
Wynonna Judd,16,2,Percent,18.0,7.4%,0.0%-100.0%,6.4,9.0,0.1086279199067576,0.0,7.505741905333707e-06,0.000693142414093,0.0456417724490165,0.4026735126972198,Safe,6.4,9.0
Kellie Pickler,16,2,Percent,26.0,10.7%,0.0%-100.0%,12.96,1.0,0.1086279199067576,0.0,7.505741905333707e-06,0.000693142414093,0.0456417724490165,0.4026735126972198,Safe,12.96,1.0
Lisa Vanderpump,16,2,Percent,18.0,7.4%,0.0%-100.0%,6.25,10.0,0.1086279199067576,0.0,7.505741905333707e-06,0.000693142414093,0.0456417724490165,0.4026735126972198,Safe,6.25,10.0
Sean Lowe,16,2,Percent,20.0,8.2%,0.0%-100.0%,7.99,7.0,0.1086279199067576,0.0,7.505741905333707e-06,0.000693142414093,0.0456417724490165,0.4026735126972198,Safe,7.99,7.0
Ingo Rademacher,16,3,Percent,21.0,8.9%,0.0%-100.0%,8.49,7.0,0.1047855980694294,0.0,0.0,0.0009478330612182,0.0436120443046093,0.3883526921272278,Safe,8.49,7.0
Zendaya,16,3,Percent,25.9998,11.1%,0.0%-100.0%,12.87,2.0,0.1047855980694294,0.0,0.0,0.0009478330612182,0.0436120443046093,0.3883526921272278,Safe,12.87,2.0
Victor Ortiz,16,3,Percent,23.0,9.8%,0.0%-100.0%,10.41,4.0,0.1047855980694294,0.0,0.0,0.0009478330612182,0.0436120443046093,0.3883526921272278,Safe,10.41,4.0
Alexandra Raisman,16,3,Percent,23.0,9.8%,0.0%-100.0%,10.41,4.0,0.1047855980694294,0.0,0.0,0.0009478330612182,0.0436120443046093,0.3883526921272278,Safe,10.41,4.0
Jacoby Jones,16,3,Percent,25.9998,11.1%,0.0%-100.0%,13.06,1.0,0.1047855980694294,0.0,0.0,0.0009478330612182,0.0436120443046093,0.3883526921272278,Safe,13.06,1.0
D. L. Hughley,16,3,Percent,16.0,6.8%,0.0%-100.0%,4.85,9.0,0.1047855980694294,0.0,0.0,0.0009478330612182,0.0436120443046093,0.3883526921272278,Safe,4.85,9.0
Andy Dick,16,3,Percent,18.0,7.7%,0.0%-100.0%,6.35,8.0,0.1047855980694294,0.0,0.0,0.0009478330612182,0.0436120443046093,0.3883526921272278,Safe,6.35,8.0
Wynonna Judd,16,3,Percent,15.0,6.4%,0.0%-11.8%,4.02,10.0,0.1047855980694294,0.0,0.0,0.0009478330612182,0.0436120443046093,0.3883526921272278,Eliminated (Place 11),4.02,10.0
Kellie Pickler,16,3,Percent,25.0,10.6%,0.0%-100.0%,12.01,3.0,0.1047855980694294,0.0,0.0,0.0009478330612182,0.0436120443046093,0.3883526921272278,Safe,12.01,3.0
Lisa Vanderpump,16,3,Percent,21.0,8.9%,0.0%-100.0%,8.67,6.0,0.1047855980694294,0.0,0.0,0.0009478330612182,0.0436120443046093,0.3883526921272278,Safe,8.67,6.0
Sean Lowe,16,3,Percent,21.0,8.9%,0.0%-100.0%,8.85,5.0,0.1047855980694294,0.0,0.0,0.0009478330612182,0.0436120443046093,0.3883526921272278,Safe,8.85,5.0
Ingo Rademacher,16,4,Percent,23.0,10.3%,0.0%-100.0%,10.6,5.0,0.095128421485424,0.0,0.0,0.0012868642807006,0.0448871925473213,0.3345462083816528,Safe,10.6,5.0
Zendaya,16,4,Percent,26.0,11.6%,0.0%-100.0%,14.19,2.0,0.095128421485424,0.0,0.0,0.0012868642807006,0.0448871925473213,0.3345462083816528,Safe,14.19,2.0
Victor Ortiz,16,4,Percent,18.0,8.0%,0.0%-100.0%,5.4,8.0,0.095128421485424,0.0,0.0,0.0012868642807006,0.0448871925473213,0.3345462083816528,Safe,5.4,8.0
Alexandra Raisman,16,4,Percent,27.0,12.1%,0.0%-100.0%,15.03,1.0,0.095128421485424,0.0,0.0,0.0012868642807006,0.0448871925473213,0.3345462083816528,Safe,15.03,1.0
Jacoby Jones,16,4,Percent,24.0,10.7%,0.0%-100.0%,11.71,4.0,0.095128421485424,0.0,0.0,0.0012868642807006,0.0448871925473213,0.3345462083816528,Safe,11.71,4.0
D. L. Hughley,16,4,Percent,21.0,9.4%,0.0%-100.0%,8.55,6.0,0.095128421485424,0.0,0.0,0.0012868642807006,0.0448871925473213,0.3345462083816528,Safe,8.55,6.0
Andy Dick,16,4,Percent,21.0,9.4%,0.0%-100.0%,8.55,6.0,0.095128421485424,0.0,0.0,0.0012868642807006,0.0448871925473213,0.3345462083816528,Safe,8.55,6.0
Kellie Pickler,16,4,Percent,26.0,11.6%,0.0%-100.0%,13.5,3.0,0.095128421485424,0.0,0.0,0.0012868642807006,0.0448871925473213,0.3345462083816528,Safe,13.5,3.0
Lisa Vanderpump,16,4,Percent,18.0,8.0%,0.0%-12.0%,5.14,9.0,0.095128421485424,0.0,0.0,0.0012868642807006,0.0448871925473213,0.3345462083816528,Eliminated (Place 10),5.14,9.0
Sean Lowe,16,4,Percent,20.0,8.9%,0.0%-100.0%,7.33,7.0,0.095128421485424,0.0,0.0,0.0012868642807006,0.0448871925473213,0.3345462083816528,Safe,7.33,7.0
Ingo Rademacher,16,5,Percent,21.0,10.0%,0.0%-100.0%,8.74,7.0,0.0871687568724155,0.0,0.0,0.0005654096603393,0.0424330793321132,0.3057174980640411,Safe,8.74,7.0
